StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,Gender,Age,Residence,Edu,Income,EPP,EAP,EPI,EAI,Luck_fair,Talent_fair,Effort_fair,Luck_control,Talent_control,Effort_control,Redist_pref,Polpref,uid,Ex Ante Personal,Ex Ante Impersonal,Ex Post Personal,Ex Post Impersonal,Payment High worker,Payment Low worker,Redistribute
2017-11-22 17:50:00,2017-11-22 17:51:59,0,100,118,1,2017-11-22 17:51:59,R_3P7Q8OzhZSbzToR,anonymous,EN,1,0,22,19,3,2,,,,1,5,0,9,3,5,7,1,3,196571333,0,1,0,0,7,3,1
2017-11-22 17:48:13,2017-11-22 17:52:01,0,100,227,1,2017-11-22 17:52:01,R_Ze2BEmeudhKy4KJ,anonymous,EN,1,1,22,18,5,1,3,,,,5,0,0,0,8,9,3,3,196570819,0,0,1,0,5,5,3
2017-11-22 17:45:02,2017-11-22 17:52:03,0,100,421,1,2017-11-22 17:52:04,R_af8OcF9hcfZ83cJ,anonymous,EN,1,1,60,5,4,2,,0,,,0,0,0,5,5,5,3,3,196569715,1,0,0,0,8,2,0
2017-11-22 17:48:24,2017-11-22 17:52:05,0,100,221,1,2017-11-22 17:52:05,R_1gtEK6SIUmeCaiC,anonymous,EN,1,1,43,31,4,3,3,,,,10,0,0,0,7,10,2,3,196570879,0,0,1,0,5,5,3
2017-11-22 17:49:28,2017-11-22 17:52:08,0,100,160,1,2017-11-22 17:52:09,R_3r1lhZKjHeyX8UW,anonymous,EN,1,0,19,39,2,1,,0,,,10,6,0,10,1,10,2,3,196571175,1,0,0,0,8,2,0
2017-11-22 17:47:14,2017-11-22 17:52:09,0,100,294,1,2017-11-22 17:52:10,R_2X5qvFDyeBe31Zv,anonymous,EN,1,1,61,36,3,1,,,,3,9,3,1,1,5,9,1,2,196570431,0,1,0,0,5,5,3
2017-11-22 17:47:41,2017-11-22 17:52:11,0,100,270,1,2017-11-22 17:52:12,R_3qvAvQjakZIE2D6,anonymous,EN,1,0,21,37,5,2,3,,,,10,0,0,0,6,10,5,4,196570601,0,0,1,0,5,5,3
2017-11-22 17:45:45,2017-11-22 17:52:13,0,100,388,1,2017-11-22 17:52:13,R_1r6Oq2LAexgHFR7,anonymous,EN,1,1,54,1,2,2,1,,,,10,10,10,10,10,10,2,3,196569965,0,0,1,0,7,3,1
2017-11-22 17:48:06,2017-11-22 17:52:21,0,100,254,1,2017-11-22 17:52:21,R_3RvJfDPRyoEWfnb,anonymous,EN,1,1,59,10,2,2,,,3,,10,0,0,0,8,10,2,,196570779,0,0,0,1,5,5,3
2017-11-22 17:50:47,2017-11-22 17:52:23,0,100,95,1,2017-11-22 17:52:23,R_3R7zW4D84RRkXC6,anonymous,EN,1,1,18,15,8,2,,,0,,,,,,,,,,196571571,0,0,0,1,8,2,0
2017-11-22 17:46:38,2017-11-22 17:52:24,0,100,345,1,2017-11-22 17:52:25,R_RfyIAw6waLinssh,anonymous,EN,1,1,48,33,1,2,6,,,,,,,,,,,,196570231,0,0,1,0,2,8,6
2017-11-22 17:47:33,2017-11-22 17:52:27,0,100,293,1,2017-11-22 17:52:27,R_3PaSe1kFBuEhXv2,anonymous,EN,1,1,44,34,2,1,,,3,,10,1,0,2,8,8,1,3,196570559,0,0,0,1,5,5,3
2017-11-22 17:47:00,2017-11-22 17:52:30,0,100,329,1,2017-11-22 17:52:30,R_1AjwHhqXq6grzP3,anonymous,EN,1,1,59,23,3,2,,,,3,10,3,0,,,,,,196570335,0,1,0,0,5,5,3
2017-11-22 17:45:48,2017-11-22 17:52:28,0,100,400,1,2017-11-22 17:52:29,R_2Vec5ezPAlsuINX,anonymous,EN,1,1,60,38,2,2,,,,3,3,1,1,1,5,9,2,,196569989,0,1,0,0,5,5,3
2017-11-22 17:46:23,2017-11-22 17:52:32,0,100,368,1,2017-11-22 17:52:32,R_VP8ZdvBXseeTp4d,anonymous,EN,1,0,41,33,1,2,,,,,,,,,,,,,196570163,,,,,,,
2017-11-22 17:25:01,2017-11-22 17:52:32,0,100,1650,1,2017-11-22 17:52:33,R_urIf1i3SgaBuEzn,anonymous,EN,1,1,55,42,3,1,,,3,,5,5,5,5,5,5,1,5,196564395,0,0,0,1,5,5,3
2017-11-22 17:44:17,2017-11-22 17:52:33,0,100,495,1,2017-11-22 17:52:33,R_9LUALIcfbITSsCJ,anonymous,EN,1,0,27,6,6,3,,,,,,,,,,,,,196569487,,,,,,,
2017-11-22 17:45:33,2017-11-22 17:52:33,0,100,419,1,2017-11-22 17:52:34,R_syZROhDYUqNgiQx,anonymous,EN,1,1,44,6,2,2,,,3,,10,5,5,,,,,,196569901,0,0,0,1,5,5,3
2017-11-22 17:48:43,2017-11-22 17:52:33,0,100,229,1,2017-11-22 17:52:33,R_Caa2cLeSp9FuZDH,anonymous,EN,1,1,18,25,1,2,,,,3,,,,,,,,,196570963,0,1,0,0,5,5,3
2017-11-22 17:45:53,2017-11-22 17:52:38,0,100,405,1,2017-11-22 17:52:39,R_29b1CKxY2voIetE,anonymous,EN,1,1,59,6,5,3,,3,,,10,1,1,,,,,,196570017,1,0,0,0,5,5,3
2017-11-22 17:49:22,2017-11-22 17:52:38,0,100,196,1,2017-11-22 17:52:39,R_3QK5bJyOxnn20lL,anonymous,EN,1,0,41,34,3,2,,,2,,6,1,10,6,6,6,,,196571151,0,0,0,1,6,4,2
2017-11-22 17:49:26,2017-11-22 17:52:41,0,100,194,1,2017-11-22 17:52:41,R_3Hz8OCZLkj4Cenb,anonymous,EN,1,1,48,23,4,3,,0,,,4,3,2,,,,,,196571165,1,0,0,0,8,2,0
2017-11-22 17:48:32,2017-11-22 17:52:41,0,100,248,1,2017-11-22 17:52:41,R_2rH1zUykD8uOXqN,anonymous,EN,1,0,34,5,8,3,,,,3,10,10,10,,,,,,196570883,0,1,0,0,5,5,3
2017-11-22 17:47:13,2017-11-22 17:52:41,0,100,328,1,2017-11-22 17:52:42,R_bswhSWQF5g8KwJr,anonymous,EN,1,1,62,36,5,4,,,0,,9,7,5,6,8,7,,,196570421,0,0,0,1,8,2,0
2017-11-22 17:49:39,2017-11-22 17:52:43,0,100,184,1,2017-11-22 17:52:44,R_1PUCgZrOvuOCYUx,anonymous,EN,1,1,41,14,3,3,,,3,,10,0,0,,,,,,196571219,0,0,0,1,5,5,3
2017-11-22 17:47:45,2017-11-22 17:52:44,0,100,298,1,2017-11-22 17:52:44,R_2YWhZZwuflEWD7N,anonymous,EN,1,1,59,44,4,4,,,3,,2,1,0,0,6,10,,,196570613,0,0,0,1,5,5,3
2017-11-22 17:50:00,2017-11-22 17:52:45,0,100,164,1,2017-11-22 17:52:45,R_31iKdfO5TSdx7Lm,anonymous,EN,1,1,74,45,2,1,3,,,,,,,,,,,,196571341,0,0,1,0,5,5,3
2017-11-22 17:49:09,2017-11-22 17:52:46,0,100,217,1,2017-11-22 17:52:46,R_2vZDdeSRgYtOHWl,anonymous,EN,1,1,43,1,2,2,3,,,,10,10,10,,,,,,196571091,0,0,1,0,5,5,3
2017-11-22 17:49:17,2017-11-22 17:52:47,0,100,210,1,2017-11-22 17:52:47,R_9nx7dJPSgS0Rxdf,anonymous,EN,1,1,20,22,5,4,,,,4,,,,,,,,,196571135,0,1,0,0,4,6,4
2017-11-22 17:47:59,2017-11-22 17:52:49,0,100,290,1,2017-11-22 17:52:50,R_2uQATiQVDBMMGTk,anonymous,EN,1,1,43,33,3,4,,,3,,10,0,0,,,,,,196570711,0,0,0,1,5,5,3
2017-11-22 17:49:37,2017-11-22 17:52:50,0,100,192,1,2017-11-22 17:52:50,R_3dYubY2i75W85iS,anonymous,EN,1,0,69,23,5,2,0,,,,,,,,,,,,196571211,0,0,1,0,8,2,0
2017-11-22 17:48:02,2017-11-22 17:52:54,0,100,291,1,2017-11-22 17:52:55,R_2urnWT31TM831NV,anonymous,EN,1,0,64,10,3,4,,,2,,8,2,1,3,8,7,1,1,196570743,0,0,0,1,6,4,2
2017-11-22 17:48:13,2017-11-22 17:52:54,0,100,280,1,2017-11-22 17:52:55,R_1QaWWCcvDUuEmZE,anonymous,EN,1,1,82,18,2,1,,,,2,9,9,0,10,10,10,5,,196570809,0,1,0,0,6,4,2
2017-11-22 17:44:20,2017-11-22 17:52:55,0,100,515,1,2017-11-22 17:52:56,R_2tx2elWFI8hpdIe,anonymous,EN,1,1,52,39,4,3,,,,3,,,,,,,,,196569505,0,1,0,0,5,5,3
2017-11-22 17:50:35,2017-11-22 17:52:55,0,100,140,1,2017-11-22 17:52:56,R_1IgXVuzS1R5oKNm,anonymous,EN,1,1,24,42,5,3,,,,,,,,,,,,,196571499,,,,,,,
2017-11-22 17:32:43,2017-11-22 17:53:01,0,100,1217,1,2017-11-22 17:53:02,R_3Du6Xrm4eYhs9hU,anonymous,EN,1,1,28,10,3,1,,,,3,10,5,5,,,,,,196566401,0,1,0,0,5,5,3
2017-11-22 17:48:00,2017-11-22 17:53:01,0,100,300,1,2017-11-22 17:53:02,R_3kvxk6WTl1ejBPe,anonymous,EN,1,1,18,1,2,1,0,,,,,,,,,,,,196570719,0,0,1,0,8,2,0
2017-11-22 17:52:28,2017-11-22 17:53:02,0,100,33,1,2017-11-22 17:53:02,R_2S1yswLxTdK6LFY,anonymous,EN,1,1,22,5,6,3,,,,,,,,,,,,,196572031,,,,,,,
2017-11-22 17:52:26,2017-11-22 17:53:02,0,100,36,1,2017-11-22 17:53:02,R_1IsHnNaES6YqBM0,anonymous,EN,1,1,47,11,3,2,,,,,,,,,,,,,196572019,,,,,,,
2017-11-22 17:48:03,2017-11-22 17:53:06,0,100,303,1,2017-11-22 17:53:07,R_3s7bWLsILtcYu8O,anonymous,EN,1,0,66,5,5,3,,0,,,3,1,3,7,8,8,5,4,196570749,1,0,0,0,8,2,0
2017-11-22 17:50:00,2017-11-22 17:53:09,0,100,188,1,2017-11-22 17:53:09,R_cGwxM8UwG1UhhMl,anonymous,EN,1,1,55,5,4,3,,,,,,,,,,,,,196571339,,,,,,,
2017-11-22 17:47:56,2017-11-22 17:53:10,0,100,313,1,2017-11-22 17:53:10,R_3j855rJPW7biX3n,anonymous,EN,1,1,59,45,3,1,0,,,,10,3,0,,,,,,196570695,0,0,1,0,8,2,0
2017-11-22 17:50:41,2017-11-22 17:53:08,0,100,147,1,2017-11-22 17:53:09,R_1isccPLqwcsM0EO,anonymous,EN,1,1,21,1,5,2,,,,,,,,,,,,,196571537,,,,,,,
2017-11-22 17:52:11,2017-11-22 17:53:10,0,100,59,1,2017-11-22 17:53:11,R_eqTbcC5ewtcUpY5,anonymous,EN,1,0,79,36,4,2,,,,,,,,,,,,,196571947,,,,,,,
2017-11-22 17:33:06,2017-11-22 17:53:12,0,100,1205,1,2017-11-22 17:53:13,R_3KHOLuDHRRsiz87,anonymous,EN,1,1,38,51,7,5,,,,,,,,,,,,,196566529,,,,,,,
2017-11-22 17:50:14,2017-11-22 17:53:15,0,100,181,1,2017-11-22 17:53:16,R_R5pqvOiJ5RHvSM1,anonymous,EN,1,0,34,45,8,3,,,,,,,,,,,,,196571391,,,,,,,
2017-11-22 17:51:20,2017-11-22 17:53:22,0,100,122,1,2017-11-22 17:53:23,R_1otErEWQkkK1nvO,anonymous,EN,1,1,21,17,3,2,,,,,,,,,,,,,196571725,,,,,,,
2017-11-22 17:45:40,2017-11-22 17:53:24,0,100,464,1,2017-11-22 17:53:25,R_2P1ZllBQgcXUrwm,anonymous,EN,1,1,21,39,1,1,0,,,,,,,,,,,,196569943,0,0,1,0,8,2,0
2017-11-22 17:43:02,2017-11-22 17:53:25,0,100,623,1,2017-11-22 17:53:26,R_ezmml74NUeMGevD,anonymous,EN,1,0,42,39,3,2,,,,,,,,,,,,,196569107,,,,,,,
2017-11-22 17:53:08,2017-11-22 17:53:27,0,100,18,1,2017-11-22 17:53:27,R_3MtH0PxMrZ83IgD,anonymous,EN,1,1,18,31,3,1,,,,,,,,,,,,,196572199,,,,,,,
2017-11-22 17:48:27,2017-11-22 17:53:28,0,100,301,1,2017-11-22 17:53:29,R_2qyE1KXQwgOWBFa,anonymous,EN,1,1,40,39,2,2,,,,,,,,,,,,,196570895,,,,,,,
2017-11-22 17:48:57,2017-11-22 17:53:30,0,100,272,1,2017-11-22 17:53:31,R_2cvo46z4XhvAgMw,anonymous,EN,1,0,72,10,1,2,,,0,,,,,,,,,,196571037,0,0,0,1,8,2,0
2017-11-22 17:48:29,2017-11-22 17:53:32,0,100,303,1,2017-11-22 17:53:33,R_A55DqVJJjIegvE5,anonymous,EN,1,1,38,39,2,2,,,,,,,,,,,,,196570909,,,,,,,
2017-11-22 17:51:57,2017-11-22 17:53:38,0,100,101,1,2017-11-22 17:53:39,R_3DiKSrBBR4XIu9G,anonymous,EN,1,1,22,36,3,1,,,,,,,,,,,,,196571885,,,,,,,
2017-11-22 17:44:33,2017-11-22 17:53:40,0,100,546,1,2017-11-22 17:53:41,R_UmU08Wq9nV2Ay6R,anonymous,EN,1,1,42,11,3,1,,6,,,,,,,,,,,196569593,1,0,0,0,2,8,6
2017-11-22 17:51:25,2017-11-22 17:53:40,0,100,134,1,2017-11-22 17:53:40,R_3JefvuBFAeIvaOV,anonymous,EN,1,1,42,15,4,2,,,,,,,,,,,,,196571751,,,,,,,
2017-11-22 17:33:15,2017-11-22 17:53:42,0,100,1227,1,2017-11-22 17:53:43,R_blttQa9mS3aVwEF,anonymous,EN,1,1,49,5,5,4,,,,0,5,10,10,,,,,,196566583,0,1,0,0,8,2,0
2017-11-22 17:46:41,2017-11-22 17:53:43,0,100,422,1,2017-11-22 17:53:44,R_1hzHzN2KU9IrMkg,anonymous,EN,1,1,50,1,5,3,3,,,,7,6,0,6,10,10,,,196570247,0,0,1,0,5,5,3
2017-11-22 17:43:07,2017-11-22 17:53:49,0,100,641,1,2017-11-22 17:53:49,R_2a9tOG4uIwO9kYj,anonymous,EN,1,0,22,7,3,2,,,,,,,,,,,,,196569129,,,,,,,
2017-11-22 17:53:21,2017-11-22 17:53:50,0,100,28,1,2017-11-22 17:53:50,R_3GoVZNC8UqsaUSY,anonymous,EN,1,0,75,14,4,2,,,,,,,,,,,,,196572267,,,,,,,
2017-11-22 17:46:23,2017-11-22 17:54:07,0,100,464,1,2017-11-22 17:54:08,R_1rdlAAUdnGZqQtu,anonymous,EN,1,1,53,39,5,4,,,3,,10,4,0,0,3,10,,,196570161,0,0,0,1,5,5,3
2017-11-22 17:48:12,2017-11-22 17:54:09,0,100,357,1,2017-11-22 17:54:10,R_29ht4EffO72wIAQ,anonymous,EN,1,1,72,34,1,1,,,,,,,,,,,,,196570811,,,,,,,
2017-11-22 17:53:39,2017-11-22 17:54:11,0,100,32,1,2017-11-22 17:54:11,R_3NTWxCJ1Ga08mLu,anonymous,EN,1,1,40,18,5,2,,,,,,,,,,,,,196572331,,,,,,,
2017-11-22 17:51:51,2017-11-22 17:54:14,0,100,143,1,2017-11-22 17:54:14,R_2VwkdYwauneKeu5,anonymous,EN,1,1,18,45,1,1,,,,,,,,,,,,,196571853,,,,,,,
2017-11-22 17:47:30,2017-11-22 17:54:15,0,100,404,1,2017-11-22 17:54:16,R_2qy0RQ54bmJbipC,anonymous,EN,1,1,66,34,5,3,,3,,,,,,,,,,,196570539,1,0,0,0,5,5,3
2017-11-22 17:53:02,2017-11-22 17:54:25,0,100,82,1,2017-11-22 17:54:25,R_RwCyM2L8U4xzern,anonymous,EN,1,1,40,48,5,1,,,,,,,,,,,,,196572147,,,,,,,
2017-11-22 17:51:03,2017-11-22 17:54:26,0,100,202,1,2017-11-22 17:54:27,R_1CKOrum8ElWQitl,anonymous,EN,1,0,57,48,3,2,,,,,,,,,,,,,196571633,,,,,,,
2017-11-22 17:49:31,2017-11-22 17:54:27,0,100,295,1,2017-11-22 17:54:27,R_R7Su0NEwVEpZAk1,anonymous,EN,1,1,20,45,2,1,,,,,,,,,,,,,196571181,,,,,,,
2017-11-22 17:46:15,2017-11-22 17:54:39,0,100,504,1,2017-11-22 17:54:40,R_5or8YUNHu2CEOQh,anonymous,EN,1,0,21,10,3,1,0,,,,9,10,10,0,8,10,1,5,196570135,0,0,1,0,8,2,0
2017-11-22 17:46:06,2017-11-22 17:54:45,0,100,518,1,2017-11-22 17:54:45,R_1KlMZ32DwT2bjsS,anonymous,EN,1,0,60,39,5,3,,2,,,10,0,0,3,10,10,2,3,196570093,1,0,0,0,6,4,2
2017-11-22 17:51:57,2017-11-22 17:54:58,0,100,181,1,2017-11-22 17:54:58,R_O8cJvg8aUwOMm9H,anonymous,EN,1,1,24,38,5,3,,,,,,,,,,,,,196571883,,,,,,,
2017-11-22 17:53:49,2017-11-22 17:55:05,0,100,76,1,2017-11-22 17:55:06,R_1GH8ktjGVTt5Ea1,anonymous,EN,1,1,58,1,6,3,,,,,,,,,,,,,196572247,,,,,,,
2017-11-22 17:43:10,2017-11-22 17:55:14,0,100,724,1,2017-11-22 17:55:15,R_2v7VHS92VZd1zZp,anonymous,EN,1,1,39,31,5,4,,,,0,7,3,2,,,,,,196569135,0,1,0,0,8,2,0
2017-11-22 17:53:31,2017-11-22 17:55:56,0,100,144,1,2017-11-22 17:55:56,R_2Ei8VsXTUlGRWhe,anonymous,EN,1,0,22,37,2,1,4,,,,7,3,10,1,4,8,2,3,196572299,0,0,1,0,4,6,4
2017-11-22 17:55:25,2017-11-22 17:55:58,0,100,33,1,2017-11-22 17:55:59,R_NX6pwCh3GREF4f7,anonymous,EN,1,1,48,39,5,4,,,,,,,,,,,,,196572771,,,,,,,
2017-11-22 17:49:54,2017-11-22 17:56:13,0,100,378,1,2017-11-22 17:56:13,R_6E79IYRlQQkuNhv,anonymous,EN,1,1,59,10,7,4,,,,,,,,,,,,,196571303,,,,,,,
2017-11-22 17:56:04,2017-11-22 17:56:37,0,100,32,1,2017-11-22 17:56:37,R_TtQyXoBfEaOKRTX,anonymous,EN,1,0,19,10,3,2,,,,,,,,,,,,,196572943,,,,,,,
2017-11-22 17:46:51,2017-11-22 17:56:42,0,100,591,1,2017-11-22 17:56:43,R_24wInsl2uBpmUDc,anonymous,EN,1,0,58,42,3,1,3,,,,8,1,1,5,8,7,3,4,196570289,0,0,1,0,5,5,3
2017-11-22 17:44:22,2017-11-22 17:56:48,0,100,745,1,2017-11-22 17:56:48,R_2ZQtzcVNU7IyFtA,anonymous,EN,1,0,74,14,3,3,,,3,,10,0,2,0,9,10,5,2,196569525,0,0,0,1,5,5,3
2017-11-22 17:46:54,2017-11-22 17:56:52,0,100,598,1,2017-11-22 17:56:53,R_3Rl4WspBkD0Mgag,anonymous,EN,1,1,19,45,3,4,,,,,,,,,,,,,196570291,,,,,,,
2017-11-22 17:50:59,2017-11-22 17:57:29,0,100,389,1,2017-11-22 17:57:30,R_1MLEVcLkpNjriZk,anonymous,EN,1,0,65,7,5,4,,2,,,5,4,3,2,8,9,5,4,196571623,1,0,0,0,6,4,2
2017-11-22 17:52:30,2017-11-22 17:57:47,0,100,316,1,2017-11-22 17:57:47,R_20YViE30zXfIPqT,anonymous,EN,1,0,18,11,2,4,3,,,,10,6,1,0,6,8,1,3,196572039,0,0,1,0,5,5,3
2017-11-22 17:58:04,2017-11-22 17:58:25,0,100,20,1,2017-11-22 17:58:25,R_1QDWrbY58JLKMx0,anonymous,EN,1,1,57,11,5,2,,,,,,,,,,,,,196573437,,,,,,,
2017-11-22 17:57:59,2017-11-22 17:58:31,0,100,32,1,2017-11-22 17:58:32,R_5unmaI275DPEDRf,anonymous,EN,1,1,18,29,2,2,,,,,,,,,,,,,196573413,,,,,,,
2017-11-22 17:58:06,2017-11-22 17:58:36,0,100,30,1,2017-11-22 17:58:37,R_3CHPCcxv1w0uHzM,anonymous,EN,1,1,64,45,3,2,,,,,,,,,,,,,196573445,,,,,,,
2017-11-22 17:58:31,2017-11-22 17:58:36,0,100,4,1,2017-11-22 17:58:36,R_DCUoxXNSlSU9EVH,anonymous,EN,2,,,,,,,,,,,,,,,,,,196573571,,,,,,,
2017-11-22 17:58:22,2017-11-22 17:58:39,0,100,17,1,2017-11-22 17:58:40,R_1dfUCNgMb8FzUnp,anonymous,EN,1,1,21,14,5,2,,,,,,,,,,,,,196573517,,,,,,,
2017-11-22 17:58:09,2017-11-22 17:58:39,0,100,30,1,2017-11-22 17:58:40,R_2bVGrA4wKKKIavr,anonymous,EN,1,1,18,5,2,2,,,,,,,,,,,,,196573453,,,,,,,
2017-11-22 17:58:10,2017-11-22 17:58:40,0,100,30,1,2017-11-22 17:58:41,R_1DG67MXMt6irAi7,anonymous,EN,1,1,20,10,3,3,,,,,,,,,,,,,196573459,,,,,,,
2017-11-22 17:58:06,2017-11-22 17:58:44,0,100,38,1,2017-11-22 17:58:45,R_p5FrKiGXCF5ISzL,anonymous,EN,1,1,52,23,2,1,,,,,,,,,,,,,196569697,,,,,,,
2017-11-22 17:58:13,2017-11-22 17:58:46,0,100,33,1,2017-11-22 17:58:46,R_Rte2LCY7rnpZODf,anonymous,EN,1,1,54,21,3,4,,,,,,,,,,,,,196573473,,,,,,,
2017-11-22 17:58:20,2017-11-22 17:58:45,0,100,24,1,2017-11-22 17:58:46,R_3egF8OizHv1thNp,anonymous,EN,1,1,60,42,5,2,,,,,,,,,,,,,196573509,,,,,,,
2017-11-22 17:58:16,2017-11-22 17:58:50,0,100,33,1,2017-11-22 17:58:50,R_3hmgQpDIvA8EVQO,anonymous,EN,1,1,52,34,2,2,,,,,,,,,,,,,196573485,,,,,,,
2017-11-22 17:58:32,2017-11-22 17:58:55,0,100,23,1,2017-11-22 17:58:55,R_2rYGTjPr3cohjPz,anonymous,EN,1,0,54,5,2,2,,,,,,,,,,,,,196573575,,,,,,,
2017-11-22 17:58:32,2017-11-22 17:58:56,0,100,23,1,2017-11-22 17:58:56,R_12PvQB4bsidkk7E,anonymous,EN,1,0,40,3,2,2,,,,,,,,,,,,,196573577,,,,,,,
2017-11-22 17:58:28,2017-11-22 17:58:58,0,100,30,1,2017-11-22 17:58:59,R_3qDKvY8RWqGSbdZ,anonymous,EN,1,1,25,18,4,2,,,,,,,,,,,,,196573551,,,,,,,
2017-11-22 17:58:17,2017-11-22 17:58:58,0,100,40,1,2017-11-22 17:58:59,R_Zz4Gp1evqgypJGp,anonymous,EN,1,1,56,16,2,2,,,,,,,,,,,,,196573487,,,,,,,
2017-11-22 17:58:35,2017-11-22 17:58:59,0,100,24,1,2017-11-22 17:59:00,R_3QS5i9PtR16v8ee,anonymous,EN,1,0,36,49,2,2,,,,,,,,,,,,,196573593,,,,,,,
2017-11-22 17:58:39,2017-11-22 17:59:01,0,100,22,1,2017-11-22 17:59:02,R_28HusPCVwtwNrwu,anonymous,EN,1,1,23,45,1,1,,,,,,,,,,,,,196573617,,,,,,,
2017-11-22 17:58:30,2017-11-22 17:59:02,0,100,32,1,2017-11-22 17:59:02,R_1oFvzWLGOpfJGRz,anonymous,EN,1,1,21,11,2,2,,,,,,,,,,,,,196573567,,,,,,,
2017-11-22 17:58:28,2017-11-22 17:59:04,0,100,36,1,2017-11-22 17:59:05,R_2CwuDjZwxENz4Nx,anonymous,EN,1,1,23,10,3,2,,,,,,,,,,,,,196573545,,,,,,,
2017-11-22 17:58:41,2017-11-22 17:59:07,0,100,26,1,2017-11-22 17:59:07,R_2uJq0nB4MNCRiQh,anonymous,EN,1,1,53,39,3,4,,,,,,,,,,,,,196573625,,,,,,,
2017-11-22 17:58:45,2017-11-22 17:59:07,0,100,21,1,2017-11-22 17:59:07,R_1eKqStCHaBkH9yr,anonymous,EN,1,1,59,46,3,4,,,,,,,,,,,,,196573653,,,,,,,
2017-11-22 17:58:35,2017-11-22 17:59:07,0,100,31,1,2017-11-22 17:59:08,R_2ZZZbsNzi07xWrz,anonymous,EN,1,1,63,13,2,1,,,,,,,,,,,,,196573595,,,,,,,
2017-11-22 17:58:28,2017-11-22 17:59:10,0,100,42,1,2017-11-22 17:59:10,R_2aK0194B22JJQL6,anonymous,EN,1,1,45,6,5,3,,,,,,,,,,,,,196573549,,,,,,,
2017-11-22 17:58:48,2017-11-22 17:59:11,0,100,23,1,2017-11-22 17:59:12,R_ZDycacg26buvTPj,anonymous,EN,1,1,37,23,3,2,,,,,,,,,,,,,196573673,,,,,,,
2017-11-22 17:58:46,2017-11-22 17:59:12,0,100,25,1,2017-11-22 17:59:13,R_2QRvu8xkk4yquG5,anonymous,EN,1,1,19,14,3,3,,,,,,,,,,,,,196573659,,,,,,,
2017-11-22 17:58:36,2017-11-22 17:59:20,0,100,44,1,2017-11-22 17:59:21,R_3lXHxwKthlhNiNu,anonymous,EN,1,1,69,12,2,1,,,,,,,,,,,,,196573605,,,,,,,
2017-11-22 17:58:55,2017-11-22 17:59:21,0,100,26,1,2017-11-22 17:59:21,R_NVIC4e7RKp5k4b7,anonymous,EN,1,1,45,44,3,4,,,,,,,,,,,,,196573707,,,,,,,
2017-11-22 17:58:43,2017-11-22 17:59:22,0,100,38,1,2017-11-22 17:59:22,R_12zqM7Ib6dvCIxe,anonymous,EN,1,1,63,3,4,4,,,,,,,,,,,,,196573645,,,,,,,
2017-11-22 17:58:36,2017-11-22 17:59:22,0,100,45,1,2017-11-22 17:59:22,R_1DOuftozzNJyrVR,anonymous,EN,1,1,48,36,1,1,,,,,,,,,,,,,196573603,,,,,,,
2017-11-22 17:59:02,2017-11-22 17:59:26,0,100,24,1,2017-11-22 17:59:26,R_3qPXH8XYfAAhxcl,anonymous,EN,1,1,35,17,6,3,,,,,,,,,,,,,196573753,,,,,,,
2017-11-22 17:58:46,2017-11-22 17:59:25,0,100,39,1,2017-11-22 17:59:26,R_2q1LMXlisuKYNHj,anonymous,EN,1,1,48,39,3,2,,,,,,,,,,,,,196573655,,,,,,,
2017-11-22 17:58:47,2017-11-22 17:59:27,0,100,39,1,2017-11-22 17:59:27,R_sTosNVLyWicXvDX,anonymous,EN,1,1,21,45,2,1,,,,,,,,,,,,,196573665,,,,,,,
2017-11-22 17:58:34,2017-11-22 17:59:29,0,100,54,1,2017-11-22 17:59:29,R_31QJeFUZkXt9xJJ,anonymous,EN,1,1,22,10,4,1,,,,,,,,,,,,,196573589,,,,,,,
2017-11-22 17:53:19,2017-11-22 17:59:30,0,100,370,1,2017-11-22 17:59:30,R_8xg9c7QuXdOPlCx,anonymous,EN,1,1,77,14,3,5,,,,,,,,,,,,,196572259,,,,,,,
2017-11-22 17:48:31,2017-11-22 17:59:30,0,100,659,1,2017-11-22 17:59:31,R_3pbtkqygF844j0n,anonymous,EN,1,1,40,23,2,2,,,,,,,,,,,,,196570911,,,,,,,
2017-11-22 17:58:41,2017-11-22 17:59:31,0,100,50,1,2017-11-22 17:59:31,R_czQvK0o29zW5NOp,anonymous,EN,1,1,74,10,3,2,,,,,,,,,,,,,196573633,,,,,,,
2017-11-22 17:59:01,2017-11-22 17:59:32,0,100,30,1,2017-11-22 17:59:32,R_2CUlrF7DkPQQWwW,anonymous,EN,1,1,42,49,2,2,,,,,,,,,,,,,196573751,,,,,,,
2017-11-22 17:58:41,2017-11-22 17:59:34,0,100,52,1,2017-11-22 17:59:34,R_3OoFfSgm4AGF8Wq,anonymous,EN,1,1,21,33,7,3,,,,,,,,,,,,,196573631,,,,,,,
2017-11-22 17:59:14,2017-11-22 17:59:35,0,100,20,1,2017-11-22 17:59:36,R_3e2PD4gOcgC7t2V,anonymous,EN,1,1,69,31,4,3,,,,,,,,,,,,,196573833,,,,,,,
2017-11-22 17:58:57,2017-11-22 17:59:36,0,100,39,1,2017-11-22 17:59:36,R_XhM7NuvY2srnRv3,anonymous,EN,1,1,71,10,2,1,,,,,,,,,,,,,196573715,,,,,,,
